,SYMBOL,DATE,CALENDARYEAR,PERIOD,CURRENTRATIO,QUICKRATIO,CASHRATIO,DAYSOFSALESOUTSTANDING,DAYSOFINVENTORYOUTSTANDING,OPERATINGCYCLE,DAYSOFPAYABLESOUTSTANDING,CASHCONVERSIONCYCLE,GROSSPROFITMARGIN,OPERATINGPROFITMARGIN,PRETAXPROFITMARGIN,NETPROFITMARGIN,EFFECTIVETAXRATE,RETURNONASSETS,RETURNONEQUITY,RETURNONCAPITALEMPLOYED,NETINCOMEPEREBT,EBTPEREBIT,EBITPERREVENUE,DEBTRATIO,DEBTEQUITYRATIO,LONGTERMDEBTTOCAPITALIZATION,TOTALDEBTTOCAPITALIZATION,INTERESTCOVERAGE,CASHFLOWTODEBTRATIO,COMPANYEQUITYMULTIPLIER,RECEIVABLESTURNOVER,PAYABLESTURNOVER,INVENTORYTURNOVER,FIXEDASSETTURNOVER,ASSETTURNOVER,OPERATINGCASHFLOWPERSHARE,FREECASHFLOWPERSHARE,CASHPERSHARE,PAYOUTRATIO,OPERATINGCASHFLOWSALESRATIO,FREECASHFLOWOPERATINGCASHFLOWRATIO,CASHFLOWCOVERAGERATIOS,SHORTTERMCOVERAGERATIOS,CAPITALEXPENDITURECOVERAGERATIO,DIVIDENDPAIDANDCAPEXCOVERAGERATIO,DIVIDENDPAYOUTRATIO,PRICEBOOKVALUERATIO,PRICETOBOOKRATIO,PRICETOSALESRATIO,PRICEEARNINGSRATIO,PRICETOFREECASHFLOWSRATIO,PRICETOOPERATINGCASHFLOWSRATIO,PRICECASHFLOWRATIO,PRICEEARNINGSTOGROWTHRATIO,PRICESALESRATIO,DIVIDENDYIELD,ENTERPRISEVALUEMULTIPLE,PRICEFAIRVALUE
0,AAPL,2023-12-30,2024,Q1,1.072544467915177,0.9196032036305822,0.30424040664910096,37.710056449926824,9.054233621755253,46.764290071682076,80.85815822002472,-34.093868148342644,0.4587497386577462,0.337637466025507,0.33721931841940206,0.2836378841731131,0.15889194752374575,0.09593962332467738,0.45770580296896085,0.1838973130303679,0.8411080524762542,0.998761548559681,0.337637466025507,0.30561731642876944,1.4580296896086369,0.5620256755798284,0.5931700889425716,0.0,0.3692613846723436,4.770769230769231,2.3866312722047023,1.1130602277026795,9.940101366917524,2.738400586268493,0.33824685868169296,2.561206873805463,2.407643599155941,4.6929244886622214,0.1127786295553721,0.3336399749111436,0.9400426118561224,0.3692613846723436,3.080219271155034,-16.67851170568562,27.84019539427774,0.11277862955537209,40.471939159649125,40.471939159649125,25.080248310516414,22.10586958758403,79.9661544871077,75.1715927241509,75.1715927241509,0.4513281707465072,25.080248310516414,0.0012754376061586293,70.94353882904144,40.471939159649125
1,AAPL,2023-09-30,2023,Q4,0.9880116717592975,0.8433121369780053,0.20621713876730807,61.3270687613131,11.611542458886102,72.9386112201992,114.83340465855596,-41.89479343835676,0.4517084180652082,0.30133634271156895,0.3016603722988223,0.25649735189613176,0.14971479368842136,0.06510807384360562,0.3693882148489042,0.13011216982269933,0.8502852063115787,1.0010753086877526,0.30133634271156895,0.3150690759338936,1.7875325845589418,0.6052392537493568,0.6412597988847455,26.915169660678643,0.19442243986749244,5.673462491552152,1.467541198655407,0.7837440705307374,7.7509082293476546,2.047306416561821,0.2538352671569531,1.3780914218626374,1.240078099078635,3.927605216814272,0.16370447813207875,0.24132382846544057,0.8998518381331605,0.19442243986749244,1.3663566774213955,-9.985205732778548,13.541065830721003,0.16370447813207875,43.17689962346732,43.17689962346732,29.98135828733603,29.2218984579195,138.06388494983278,124.23704065191222,124.23704065191222,1.855590552077889,29.98135828733603,0.0014005291131907345,93.32234838971036,43.17689962346732
2,AAPL,2023-07-01,2023,Q3,0.9815625425125837,0.8135848211070477,0.22733129006185832,43.11576219176742,14.57760444209413,57.69336663386155,92.60774722369116,-34.91438058982961,0.44516302553883397,0.2811594557257601,0.2779197281073878,0.24305292370135825,0.12545638499098227,0.059339537604689616,0.32984371370740284,0.10947518743305962,0.8745436150090178,0.9884772588920776,0.2811594557257601,0.32617195661387666,1.8130537213392175,0.6193501531466102,0.6445144319803721,23.044088176352705,0.24139824304538798,5.558582473371603,2.0874036645740826,0.9718409387781323,6.173853897428922,1.878231917336395,0.24414245548266167,1.6722640179052692,1.5395859060980015,3.960818816025665,0.19360193149237967,0.3225057153685343,0.9206595905989385,0.24139824304538798,2.3534659648496743,-12.603917821309127,15.022779043280183,0.19360193149237967,50.76618149401068,50.76618149401068,37.40822797131924,38.47745112632665,125.98842275167786,115.99244971076574,115.99244971076574,-2.264250008587684,37.40822797131924,0.0012578921278904268,120.56632719270634,50.76618149401068
3,AAPL,2023-04-01,2023,Q2,0.9403539454507599,0.764280657922132,0.20559650218613368,34.06839174996836,12.738933030646992,46.80732478061535,73.11861520998865,-26.311290429373294,0.44261672782487665,0.2985996878822388,0.2992745370956177,0.25475557805052934,0.14875625396377987,0.07273603082851637,0.38868689468773127,0.13352193695923803,0.8512437460362201,1.0022600466134615,0.2985996878822388,0.3300066233140655,1.7634898162746548,0.6095578489814635,0.6381387063158936,30.449462365591398,0.2605482826255531,5.343801280607484,2.641744895400986,1.2308767027593432,7.0649558941459505,2.18526199364026,0.28551300578034683,1.8022281749600084,1.6182191638191334,3.525703522106638,0.15107615894039736,0.30115146147032773,0.8978991596638656,0.2605482826255531,2.2713535867663435,-9.794238683127572,38.91008174386921,0.15107615894039736,42.04090454969594,42.04090454969594,27.554710711122357,27.040340904387417,101.90214260645764,91.49784821428571,91.49784821428571,-1.4196178974803395,27.554710711122357,0.0013967664042641985,86.43344903254741,42.04090454969594
4,AAPL,2022-12-31,2023,Q1,0.9380199000626429,0.7687236863190712,0.1495782526987457,41.622138381958784,9.185597557690581,50.80773593964936,78.00754242614708,-27.19980648649772,0.42962254809908323,0.30742441572630896,0.3040698567697219,0.2560561312460522,0.15790360160570419,0.08651264466599567,0.5288134398082042,0.1719460902029495,0.8420963983942958,0.9890881830297645,0.30742441572630896,0.32043536065200273,1.9586792885222204,0.6371886872097932,0.6620113562563678,35.90827517447657,0.3060480604806048,6.1125566308812385,2.162310815799188,1.1537345902828136,9.797947214076247,2.7276198458708762,0.3378659368357909,2.131210892546484,1.8938665123061211,3.21859536499705,0.12560837389159277,0.2902589753657579,0.8886340244081753,0.3060480604806048,2.9613341461290603,-8.979403221547399,-1789.7368421052631,0.12560837389159277,36.5456738367973,36.5456738367973,17.695737573962475,17.277205478198546,68.60568004963929,60.96534155977062,60.96534155977062,0.37145991778126874,17.695737573962475,0.0018175447130337895,55.5764265832734,36.5456738367973
5,AAPL,2022-09-24,2022,Q4,0.8793560286267226,0.7094075930952969,0.15356340351469652,60.83331484480731,8.551997079787132,69.38531192459445,110.85954160342742,-41.47422967883297,0.4225922392563175,0.27615202005635303,0.27352295165620216,0.22986044860559537,0.15963012531938192,0.05874048560615725,0.40892406062519737,0.1252383371987141,0.8403698746806181,0.9904796336466618,0.27615202005635303,0.3403750478377344,2.3695334701610355,0.6613535965140913,0.7032230102904399,30.101571946795648,0.20094279122837702,6.961536943479634,1.4794525044311693,0.8118381034079388,10.523857662757784,2.140370871619536,0.25554846848379187,1.496854694290058,1.2928030057452742,2.9968114209386565,0.17870759133246464,0.2676436003816032,0.8636796949475691,0.20094279122837702,1.1429180483183325,-7.335664335664336,58.27777777777778,0.17870759133246464,47.85089773346227,47.85089773346227,26.897485079204845,29.254146638072488,116.35956857423938,100.49739669042981,100.49739669042981,3.9005528850763223,26.897485079204845,0.0015271988065777965,90.82184840772362,47.85089773346227
6,AAPL,2022-06-25,2022,Q3,0.8646292916926536,0.6966267045498294,0.21176072008808605,45.82721585361444,10.387262607808982,56.214478461423425,92.42618005693164,-36.21170159550822,0.4325630733253776,0.2781615014645789,0.27804095999228534,0.2343567304331055,0.15711436746726784,0.057809930748210725,0.3345896363605073,0.11178282857641109,0.8428856325327322,0.99956664933264,0.2781615014645789,0.35589591714762314,2.059837885280603,0.6197360068583245,0.6731853001721054,32.09457579972184,0.1912591590010945,5.7877536269296295,1.963898489654846,0.9737500775706928,8.664457942205043,2.0567497210859056,0.24667493287423173,1.407681357808656,1.2784245775311007,2.965834333761545,0.19601892809381752,0.2759435383743777,0.9081775292678665,0.1912591590010945,0.9160097635148654,-10.89058039961941,13.394967817437097,0.1960189280938175,39.64588908358717,39.64588908358717,27.769183295121685,29.622771280989607,110.80825767099567,100.63356967412197,100.63356967412197,-1.4070816358470064,27.769183295121685,0.0016542926236919342,92.57341976662417,39.64588908358717
7,AAPL,2022-03-26,2022,Q2,0.9268438058788468,0.7600385858142235,0.22036264391253882,42.003330660581014,8.98042727389024,50.98375793447126,86.64960982474096,-35.66585189026971,0.437498715022924,0.30817862209338187,0.30982339275067333,0.25709821336787353,0.17017817445834302,0.07132224193097626,0.37107375480348376,0.13434220314222464,0.829821825541657,1.0053370692818306,0.30817862209338187,0.34215569408718366,1.780159943025861,0.6052119820526939,0.6403084640836803,43.3849493487699,0.23475383602403713,5.2027774892802565,2.1426872246696034,1.0386659580122244,10.021794871794873,2.4750152656218196,0.2774124370476413,1.7170918367969012,1.5638301426370131,3.1402796849124894,0.14374250299880048,0.28954131458294785,0.9107434495491018,0.23475383602403713,1.6908392364029294,-11.203659506762133,26.055504162812213,0.14374250299880048,42.52269872728082,42.52269872728082,29.46182458027509,28.648414349460218,111.72568889443318,101.75343930696584,101.75343930696584,-1.0245449877518824,29.46182458027509,0.0012543670065417497,90.41051386233036,42.52269872728082
8,AAPL,2021-12-25,2022,Q1,1.0378115386179136,0.875262580129291,0.251528046945939,47.3820646254387,7.587156753034346,54.96922137847305,96.01704398726005,-41.047822608787,0.43763766186615033,0.3347291137197951,0.33273629432409535,0.2793981201339304,0.160301641570282,0.09084684580695766,0.4814269031863427,0.17758981580963715,0.839698358429718,0.9940464712688006,0.3347291137197951,0.3221429676986078,1.7071400767391425,0.5971572739848007,0.6306064807682432,59.78097982708934,0.3824655124676298,5.299324361897347,1.8994528987173003,0.9373335843576021,11.86215112321307,3.158236718053255,0.32515195794234386,2.8652263788726553,2.694225451819467,3.8991017662327647,0.10776783136009241,0.3789261365928436,0.940318528297066,0.3824655124676298,2.9046941678520626,-16.755618979664646,50.55543595263725,0.1077678313600924,40.17034291719958,40.17034291719958,23.31302679995159,20.860042641640195,65.42882292235582,61.523934478558964,61.523934478558964,0.3031982942098866,23.31302679995159,0.0012915581383444715,67.33534246282674,40.17034291719958
9,AAPL,2021-09-25,2021,Q4,1.0745531195957954,0.9096596297447422,0.2784485300563432,55.60868522072937,12.28987672768024,67.89856194840961,102.28427344041837,-34.38571149200877,0.4219529750479846,0.28534069097888676,0.27888675623800385,0.2465331094049904,0.11600997935306263,0.05854952393433656,0.32574100491361546,0.10547133082950147,0.8839900206469373,0.9773816530732363,0.28534069097888676,0.35532276169366556,1.9768426058012363,0.6336151826987851,0.6640736066961648,35.395833333333336,0.1619640952862034,5.563512442542399,1.618452219158933,0.8799006628563081,7.323100303951367,2.1135902636916835,0.237491524264819,1.2251987475557438,1.0297128285769237,3.799268532086348,0.1771203347768965,0.2423224568138196,0.8404455445544554,0.1619640952862034,1.293793633510536,-6.267452683834937,48.44124700239808,0.17712033477689648,38.394164167379934,38.394164167379934,29.058155198176582,29.46678771495304,142.68055706661954,119.9152384811881,119.9152384811881,-6.433581984431402,29.058155198176582,0.001502711599328963,93.821356389169,38.394164167379934
